HGNC_symbol,ProteinID,DrugName,DrugCID,Drug,AE
VIP,2rrh,paclitaxel,4666,paclitaxel-4666,-5.2
VIP,2rrh,paclitaxel,6713921,paclitaxel-6713921,-5.2
VIP,2rri,dasatinib,3062316,dasatinib-3062316,-5.2
VIP,2rri,dexamethasone,5743,dexamethasone-5743,-5.2
VIP,2rri,temsirolimus,148191,temsirolimus-148191,-5.2
VIP,2rri,temsirolimus,18293306,temsirolimus-18293306,-5.2
VEGFA,2vpf,decitabine,451668,decitabine-451668,-5.2
PADI4,3b1t,decitabine,451668,decitabine-451668,-5.2
PADI4,3b1t,fulvestrant,104741,fulvestrant-104741,-5.2
PADI4,3b1t,temozolomide,5394,temozolomide-5394,-5.2
PADI4,3b1u,cytarabine,6253,cytarabine-6253,-5.2
PADI4,3b1u,fulvestrant,104741,fulvestrant-104741,-5.2
PADI4,3b1u,temozolomide,5394,temozolomide-5394,-5.2
PTPRN,3n4w,decitabine,451668,decitabine-451668,-5.2
PTPRN,3ng8,cytarabine,6253,cytarabine-6253,-5.2
VEGFA,3p9w,lomustine,3950,lomustine-3950,-5.2
GLTP,3ric,carboplatin,10339178,carboplatin-10339178,-5.2
GLTP,3ric,carboplatin,426756,carboplatin-426756,-5.2
GLTP,3ric,carboplatin,46738086,carboplatin-46738086,-5.2
GLTP,3ric,carboplatin,5352133,carboplatin-5352133,-5.2
GLTP,3ric,carmustine,2578,carmustine-2578,-5.2
GLTP,3ric,cyclophosphamide,2907,cyclophosphamide-2907,-5.2
GLTP,3ric,cytarabine,6253,cytarabine-6253,-5.2
GLTP,3rwv,carboplatin,2567,carboplatin-2567,-5.2
GLTP,3rwv,carboplatin,38904,carboplatin-38904,-5.2
GLTP,3rwv,carboplatin,426756,carboplatin-426756,-5.2
GLTP,3rwv,carboplatin,46738086,carboplatin-46738086,-5.2
GLTP,3rwv,carboplatin,498142,carboplatin-498142,-5.2
GLTP,3rwv,carboplatin,5352133,carboplatin-5352133,-5.2
GLTP,3rwv,carboplatin,60020207,carboplatin-60020207,-5.2
GLTP,3rwv,carboplatin,6398587,carboplatin-6398587,-5.2
GLTP,3rwv,carboplatin,6603770,carboplatin-6603770,-5.2
GLTP,3rwv,mercaptopurine,667490,mercaptopurine-667490,-5.2
VEGFA,3s1k,melphalan,460612,melphalan-460612,-5.2
RHEB,3sea,ifosfamide,3690,ifosfamide-3690,-5.2
RHEB,3sea,lomustine,3950,lomustine-3950,-5.2
RHEB,3t5g,dacarbazine,2942,dacarbazine-2942,-5.2
NR3C2,3vhv,carboplatin,10339178,carboplatin-10339178,-5.2
NR3C2,3vhv,carboplatin,5237030,carboplatin-5237030,-5.2
NR3C2,3vhv,carboplatin,56840877,carboplatin-56840877,-5.2
NR3C2,3vhv,carboplatin,73554252,carboplatin-73554252,-5.2
NR3C2,3vhv,carmustine,2578,carmustine-2578,-5.2
NR3C2,3wff,carboplatin,10339178,carboplatin-10339178,-5.2
NR3C2,3wff,carboplatin,56840877,carboplatin-56840877,-5.2
NR3C2,3wff,carboplatin,73554252,carboplatin-73554252,-5.2
NR3C2,3wff,dacarbazine,135398738,dacarbazine-135398738,-5.2
NR3C2,3wff,dacarbazine,2942,dacarbazine-2942,-5.2
VEGFA,4deq,azacitidine,9444,azacitidine-9444,-5.2
GLTP,4gh0,carboplatin,38904,carboplatin-38904,-5.2
GLTP,4gh0,carboplatin,498142,carboplatin-498142,-5.2
GLTP,4gh0,carboplatin,5237030,carboplatin-5237030,-5.2
GLTP,4gh0,carboplatin,56840877,carboplatin-56840877,-5.2
GLTP,4gh0,carboplatin,6603770,carboplatin-6603770,-5.2
GLTP,4gh0,carboplatin,73554252,carboplatin-73554252,-5.2
GLTP,4gh0,thioguanine,2723601,thioguanine-2723601,-5.2
GLTP,4ghs,carmustine,2578,carmustine-2578,-5.2
GLTP,4gix,carboplatin,2567,carboplatin-2567,-5.2
GLTP,4gix,carboplatin,38904,carboplatin-38904,-5.2
GLTP,4gix,carboplatin,46738086,carboplatin-46738086,-5.2
GLTP,4gix,carboplatin,5352133,carboplatin-5352133,-5.2
GLTP,4gix,carboplatin,6398587,carboplatin-6398587,-5.2
GLTP,4gix,carboplatin,6603770,carboplatin-6603770,-5.2
GLTP,4gix,cyclophosphamide,2907,cyclophosphamide-2907,-5.2
VEGFA,4gln,chlorambucil,2708,chlorambucil-2708,-5.2
VEGFA,4gln,temozolomide,5394,temozolomide-5394,-5.2
VEGFA,4gln,thioguanine,2723601,thioguanine-2723601,-5.2
GLTP,4gxd,busulfan,2478,busulfan-2478,-5.2
GLTP,4gxg,carboplatin,426756,carboplatin-426756,-5.2
GLTP,4gxg,carboplatin,5237030,carboplatin-5237030,-5.2
GLTP,4h2z,carboplatin,10339178,carboplatin-10339178,-5.2
GLTP,4h2z,carboplatin,2567,carboplatin-2567,-5.2
GLTP,4h2z,carboplatin,38904,carboplatin-38904,-5.2
GLTP,4h2z,carboplatin,426756,carboplatin-426756,-5.2
GLTP,4h2z,carboplatin,498142,carboplatin-498142,-5.2
GLTP,4h2z,carboplatin,5237030,carboplatin-5237030,-5.2
GLTP,4h2z,carboplatin,5352133,carboplatin-5352133,-5.2
GLTP,4h2z,carboplatin,56840877,carboplatin-56840877,-5.2
GLTP,4h2z,carboplatin,60020207,carboplatin-60020207,-5.2
GLTP,4h2z,carboplatin,6398587,carboplatin-6398587,-5.2
GLTP,4h2z,carboplatin,6603770,carboplatin-6603770,-5.2
GLTP,4h2z,dacarbazine,135398738,dacarbazine-135398738,-5.2
GLTP,4h2z,dacarbazine,2942,dacarbazine-2942,-5.2
VEGFA,4kzn,cladribine,20279,cladribine-20279,-5.2
NR3C2,4pf3,carboplatin,38904,carboplatin-38904,-5.2
NR3C2,4pf3,carboplatin,46738086,carboplatin-46738086,-5.2
NR3C2,4pf3,carboplatin,5352133,carboplatin-5352133,-5.2
NR3C2,4pf3,carboplatin,6603770,carboplatin-6603770,-5.2
NR3C2,4pf3,cyclophosphamide,2907,cyclophosphamide-2907,-5.2
NR3C2,4pf3,mercaptopurine,667490,mercaptopurine-667490,-5.2
VEGFA,4qaf,dacarbazine,135398738,dacarbazine-135398738,-5.2
VEGFA,4qaf,dacarbazine,2942,dacarbazine-2942,-5.2
NR3C2,4uda,carboplatin,46738086,carboplatin-46738086,-5.2
NR3C2,4uda,ifosfamide,3690,ifosfamide-3690,-5.2
NR3C2,4udb,carboplatin,2567,carboplatin-2567,-5.2
NR3C2,4udb,carboplatin,38904,carboplatin-38904,-5.2
NR3C2,4udb,carboplatin,426756,carboplatin-426756,-5.2
NR3C2,4udb,carboplatin,46738086,carboplatin-46738086,-5.2
NR3C2,4udb,carboplatin,498142,carboplatin-498142,-5.2
NR3C2,4udb,carboplatin,5352133,carboplatin-5352133,-5.2
NR3C2,4udb,carboplatin,60020207,carboplatin-60020207,-5.2
NR3C2,4udb,carboplatin,6398587,carboplatin-6398587,-5.2
NR3C2,4udb,carboplatin,6603770,carboplatin-6603770,-5.2
PADI4,4x8c,dacarbazine,2942,dacarbazine-2942,-5.2
PADI4,4x8c,mercaptopurine,667490,mercaptopurine-667490,-5.2
PADI4,4x8g,clofarabine,119182,clofarabine-119182,-5.2
VEGFA,4zff,letrozole,3902,letrozole-3902,-5.2
CDH3,4zml,anastrozole,2187,anastrozole-2187,-5.2
CDH3,4zml,decitabine,451668,decitabine-451668,-5.2
CDH3,4zml,vorinostat,5311,vorinostat-5311,-5.2
CDH3,4zmo,carboplatin,38904,carboplatin-38904,-5.2
CDH3,4zmo,carboplatin,426756,carboplatin-426756,-5.2
CDH3,4zmo,carboplatin,46738086,carboplatin-46738086,-5.2
CDH3,4zmo,carboplatin,5352133,carboplatin-5352133,-5.2
CDH3,4zmo,carboplatin,60020207,carboplatin-60020207,-5.2
CDH3,4zmo,decitabine,451668,decitabine-451668,-5.2
CDH3,4zmq,decitabine,451668,decitabine-451668,-5.2
CDH3,4zmv,dacarbazine,135398738,dacarbazine-135398738,-5.2
CDH3,4zmv,dacarbazine,2942,dacarbazine-2942,-5.2
CDH3,4zmv,lomustine,3950,lomustine-3950,-5.2
CDH3,4zmv,thioguanine,2723601,thioguanine-2723601,-5.2
CDH3,4zmy,temozolomide,5394,temozolomide-5394,-5.2
CDH3,4zmz,azacitidine,9444,azacitidine-9444,-5.2
CDH3,4zmz,decitabine,451668,decitabine-451668,-5.2
CDH3,4zmz,fulvestrant,104741,fulvestrant-104741,-5.2
VEGFA,5dn2,cyclophosphamide,2907,cyclophosphamide-2907,-5.2
VEGFA,5dn2,ifosfamide,3690,ifosfamide-3690,-5.2
IL6R,5fuc,carboplatin,2567,carboplatin-2567,-5.2
IL6R,5fuc,vorinostat,5311,vorinostat-5311,-5.2
VEGFA,5fv1,dacarbazine,2942,dacarbazine-2942,-5.2
VEGFA,5fv1,melphalan,460612,melphalan-460612,-5.2
VEGFA,5fv2,lomustine,3950,lomustine-3950,-5.2
NR3C2,5hcv,carboplatin,2567,carboplatin-2567,-5.2
NR3C2,5hcv,carboplatin,38904,carboplatin-38904,-5.2
NR3C2,5hcv,carboplatin,426756,carboplatin-426756,-5.2
NR3C2,5hcv,carboplatin,498142,carboplatin-498142,-5.2
NR3C2,5hcv,carboplatin,5352133,carboplatin-5352133,-5.2
NR3C2,5hcv,carboplatin,60020207,carboplatin-60020207,-5.2
NR3C2,5hcv,carboplatin,6603770,carboplatin-6603770,-5.2
NR3C2,5hcv,ifosfamide,3690,ifosfamide-3690,-5.2
VEGFA,5hhc,thioguanine,2723601,thioguanine-2723601,-5.2
VEGFA,5hhd,thioguanine,2723601,thioguanine-2723601,-5.2
CDH3,5jym,carboplatin,38904,carboplatin-38904,-5.2
CDH3,5jym,temozolomide,5394,temozolomide-5394,-5.2
NR3C2,5l7g,carboplatin,2567,carboplatin-2567,-5.2
NR3C2,5l7g,carboplatin,38904,carboplatin-38904,-5.2
NR3C2,5l7g,carboplatin,426756,carboplatin-426756,-5.2
NR3C2,5l7g,carmustine,2578,carmustine-2578,-5.2
FABP6,5l8i,carboplatin,2567,carboplatin-2567,-5.2
FABP6,5l8i,carboplatin,426756,carboplatin-426756,-5.2
FABP6,5l8i,carboplatin,498142,carboplatin-498142,-5.2
FABP6,5l8i,carboplatin,5352133,carboplatin-5352133,-5.2
FABP6,5l8i,carboplatin,60020207,carboplatin-60020207,-5.2
FABP6,5l8i,carboplatin,6398587,carboplatin-6398587,-5.2
FABP6,5l8i,thioguanine,2723601,thioguanine-2723601,-5.2
FABP6,5l8n,cyclophosphamide,2907,cyclophosphamide-2907,-5.2
FABP6,5l8n,lomustine,3950,lomustine-3950,-5.2
NR3C2,5mwp,busulfan,2478,busulfan-2478,-5.2
NR3C2,5mwp,carboplatin,10339178,carboplatin-10339178,-5.2
NR3C2,5mwp,carboplatin,5237030,carboplatin-5237030,-5.2
NR3C2,5mwp,carboplatin,56840877,carboplatin-56840877,-5.2
NR3C2,5mwy,carboplatin,10339178,carboplatin-10339178,-5.2
NR3C2,5mwy,carboplatin,5237030,carboplatin-5237030,-5.2
NR3C2,5mwy,carboplatin,56840877,carboplatin-56840877,-5.2
NR3C2,5mwy,carboplatin,73554252,carboplatin-73554252,-5.2
PADI4,5n0m,melphalan,460612,melphalan-460612,-5.2
PADI4,5n0m,thioguanine,2723601,thioguanine-2723601,-5.2
PADI4,5n0y,thioguanine,2723601,thioguanine-2723601,-5.2
PADI4,5n0z,carboplatin,60020207,carboplatin-60020207,-5.2
PADI4,5n0z,melphalan,460612,melphalan-460612,-5.2
PADI4,5n1b,cytarabine,6253,cytarabine-6253,-5.2
VEGFA,5o4e,carboplatin,2567,carboplatin-2567,-5.2
VEGFA,5o4e,carboplatin,46738086,carboplatin-46738086,-5.2
VEGFA,5o4e,carboplatin,498142,carboplatin-498142,-5.2
VEGFA,5o4e,carboplatin,6398587,carboplatin-6398587,-5.2
VEGFA,5o4e,lomustine,3950,lomustine-3950,-5.2
VEGFA,1bj1,decitabine,451668,decitabine-451668,-5.1
VEGFA,1bj1,thioguanine,2723601,thioguanine-2723601,-5.1
VEGFA,1flt,carboplatin,38904,carboplatin-38904,-5.1
VEGFA,1flt,carboplatin,426756,carboplatin-426756,-5.1
VEGFA,1flt,carboplatin,498142,carboplatin-498142,-5.1
VEGFA,1flt,carboplatin,60020207,carboplatin-60020207,-5.1
VEGFA,1flt,carboplatin,6398587,carboplatin-6398587,-5.1
VEGFA,1kat,carboplatin,2567,carboplatin-2567,-5.1
VEGFA,1kat,carboplatin,38904,carboplatin-38904,-5.1
VEGFA,1kat,carboplatin,426756,carboplatin-426756,-5.1
VEGFA,1kat,carboplatin,46738086,carboplatin-46738086,-5.1
VEGFA,1kat,carboplatin,498142,carboplatin-498142,-5.1
VEGFA,1kat,carboplatin,5352133,carboplatin-5352133,-5.1
VEGFA,1kat,carboplatin,60020207,carboplatin-60020207,-5.1
VEGFA,1kat,carboplatin,6398587,carboplatin-6398587,-5.1
VEGFA,1kat,carboplatin,6603770,carboplatin-6603770,-5.1
VEGFA,1kat,dacarbazine,2942,dacarbazine-2942,-5.1
VEGFA,1kat,lomustine,3950,lomustine-3950,-5.1
VEGFA,1kat,melphalan,460612,melphalan-460612,-5.1
VEGFA,1kat,thioguanine,2723601,thioguanine-2723601,-5.1
VEGFA,1kmx,anastrozole,2187,anastrozole-2187,-5.1
VEGFA,1kmx,dacarbazine,2942,dacarbazine-2942,-5.1
NOG,1m4u,dacarbazine,2942,dacarbazine-2942,-5.1
NOG,1m4u,lomustine,3950,lomustine-3950,-5.1
VEGFA,1mjv,decitabine,451668,decitabine-451668,-5.1
VEGFA,1mjv,temozolomide,5394,temozolomide-5394,-5.1
VEGFA,1mkk,dacarbazine,135398738,dacarbazine-135398738,-5.1
IL6R,1n26,chlorambucil,2708,chlorambucil-2708,-5.1
FABP6,1o1v,temsirolimus,129317846,temsirolimus-129317846,-5.1
CITED2,1p4q,chlorambucil,2708,chlorambucil-2708,-5.1
IL6R,1p9m,temozolomide,5394,temozolomide-5394,-5.1
VEGFA,1qty,carboplatin,38904,carboplatin-38904,-5.1
CITED2,1r8u,thioguanine,2723601,thioguanine-2723601,-5.1
GLTP,1swx,cytarabine,6253,cytarabine-6253,-5.1
GLTP,1sx6,carboplatin,56840877,carboplatin-56840877,-5.1
GLTP,1sx6,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
GLTP,1sx6,dacarbazine,135398738,dacarbazine-135398738,-5.1
GLTP,1sx6,thioguanine,2723601,thioguanine-2723601,-5.1
VEGFA,1tzi,lomustine,3950,lomustine-3950,-5.1
VEGFA,1vgh,anastrozole,2187,anastrozole-2187,-5.1
VEGFA,1vgh,cytarabine,6253,cytarabine-6253,-5.1
VEGFA,1vgh,flutamide,3397,flutamide-3397,-5.1
VEGFA,1vgh,imiquimod,57469,imiquimod-57469,-5.1
VEGFA,1vgh,paclitaxel,44155032,paclitaxel-44155032,-5.1
VEGFA,1vgh,paclitaxel,4666,paclitaxel-4666,-5.1
VEGFA,1vpf,melphalan,460612,melphalan-460612,-5.1
VEGFA,1vpf,thioguanine,2723601,thioguanine-2723601,-5.1
PADI4,1wd8,dacarbazine,135398738,dacarbazine-135398738,-5.1
PADI4,1wd9,chlorambucil,2708,chlorambucil-2708,-5.1
PADI4,1wd9,decitabine,451668,decitabine-451668,-5.1
PADI4,1wd9,melphalan,460612,melphalan-460612,-5.1
PADI4,1wda,thioguanine,2723601,thioguanine-2723601,-5.1
GRIP2,1x5r,carboplatin,2567,carboplatin-2567,-5.1
GRIP2,1x5r,carboplatin,38904,carboplatin-38904,-5.1
GRIP2,1x5r,carboplatin,426756,carboplatin-426756,-5.1
GRIP2,1x5r,carboplatin,46738086,carboplatin-46738086,-5.1
GRIP2,1x5r,carboplatin,498142,carboplatin-498142,-5.1
GRIP2,1x5r,carboplatin,5352133,carboplatin-5352133,-5.1
GRIP2,1x5r,carboplatin,60020207,carboplatin-60020207,-5.1
GRIP2,1x5r,carboplatin,6398587,carboplatin-6398587,-5.1
GRIP2,1x5r,carboplatin,6603770,carboplatin-6603770,-5.1
RHEB,1xtr,dacarbazine,135398738,dacarbazine-135398738,-5.1
RHEB,1xtr,dacarbazine,2942,dacarbazine-2942,-5.1
NR3C2,1y9r,dacarbazine,2942,dacarbazine-2942,-5.1
NR3C2,1ya3,carmustine,2578,carmustine-2578,-5.1
PGLYRP1,1yck,chlorambucil,2708,chlorambucil-2708,-5.1
NR3C2,2a3i,carboplatin,426756,carboplatin-426756,-5.1
NR3C2,2a3i,carboplatin,498142,carboplatin-498142,-5.1
NR3C2,2a3i,carboplatin,6398587,carboplatin-6398587,-5.1
NR3C2,2a3i,carboplatin,6603770,carboplatin-6603770,-5.1
NR3C2,2aa6,carboplatin,10339178,carboplatin-10339178,-5.1
NR3C2,2aa6,carboplatin,426756,carboplatin-426756,-5.1
NR3C2,2aa6,carboplatin,5237030,carboplatin-5237030,-5.1
NR3C2,2aa6,carboplatin,56840877,carboplatin-56840877,-5.1
NR3C2,2aa6,carboplatin,73554252,carboplatin-73554252,-5.1
NR3C2,2aa6,carmustine,2578,carmustine-2578,-5.1
NR3C2,2aa7,carboplatin,498142,carboplatin-498142,-5.1
NR3C2,2aa7,carboplatin,5352133,carboplatin-5352133,-5.1
NR3C2,2aax,carboplatin,10339178,carboplatin-10339178,-5.1
NR3C2,2aax,carboplatin,56840877,carboplatin-56840877,-5.1
NR3C2,2aax,carboplatin,73554252,carboplatin-73554252,-5.1
NR3C2,2aax,carmustine,2578,carmustine-2578,-5.1
NR3C2,2ab2,carboplatin,10339178,carboplatin-10339178,-5.1
NR3C2,2ab2,carboplatin,5237030,carboplatin-5237030,-5.1
NR3C2,2abi,carboplatin,498142,carboplatin-498142,-5.1
NR3C2,2abi,carboplatin,60020207,carboplatin-60020207,-5.1
NR3C2,2abi,carboplatin,6603770,carboplatin-6603770,-5.1
NR3C2,2abi,cladribine,20279,cladribine-20279,-5.1
IL6R,2arw,docetaxel,148124,docetaxel-148124,-5.1
PADI4,2dey,dacarbazine,2942,dacarbazine-2942,-5.1
PADI4,2dw5,temozolomide,5394,temozolomide-5394,-5.1
PADI4,2dw5,thioguanine,2723601,thioguanine-2723601,-5.1
GLTP,2euk,busulfan,2478,busulfan-2478,-5.1
GLTP,2euk,thioguanine,2723601,thioguanine-2723601,-5.1
GLTP,2evd,carboplatin,2567,carboplatin-2567,-5.1
GLTP,2evd,carboplatin,426756,carboplatin-426756,-5.1
GLTP,2evd,carboplatin,5352133,carboplatin-5352133,-5.1
GLTP,2evd,carboplatin,60020207,carboplatin-60020207,-5.1
GLTP,2evd,carboplatin,6398587,carboplatin-6398587,-5.1
GLTP,2evd,carboplatin,6603770,carboplatin-6603770,-5.1
GLTP,2evd,cytarabine,6253,cytarabine-6253,-5.1
GLTP,2evl,carboplatin,38904,carboplatin-38904,-5.1
GLTP,2evl,carboplatin,426756,carboplatin-426756,-5.1
GLTP,2evl,carboplatin,498142,carboplatin-498142,-5.1
GLTP,2evl,carboplatin,5352133,carboplatin-5352133,-5.1
GLTP,2evl,carboplatin,60020207,carboplatin-60020207,-5.1
GLTP,2evl,carboplatin,6398587,carboplatin-6398587,-5.1
GLTP,2evl,carboplatin,6603770,carboplatin-6603770,-5.1
GLTP,2evl,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
GLTP,2evs,decitabine,451668,decitabine-451668,-5.1
VEGFA,2fjg,dacarbazine,135398738,dacarbazine-135398738,-5.1
VEGFA,2fjh,temozolomide,5394,temozolomide-5394,-5.1
VEGFA,2fjh,thioguanine,2723601,thioguanine-2723601,-5.1
EPB41L3,2he7,carboplatin,38904,carboplatin-38904,-5.1
EPB41L3,2he7,carboplatin,5352133,carboplatin-5352133,-5.1
PTPRN,2i1y,dacarbazine,2942,dacarbazine-2942,-5.1
NR3C2,2oax,carboplatin,2567,carboplatin-2567,-5.1
NR3C2,2oax,carboplatin,426756,carboplatin-426756,-5.1
NR3C2,2oax,carboplatin,46738086,carboplatin-46738086,-5.1
NR3C2,2oax,carboplatin,498142,carboplatin-498142,-5.1
NR3C2,2oax,carboplatin,6398587,carboplatin-6398587,-5.1
NR3C2,2oax,lomustine,3950,lomustine-3950,-5.1
VEGFA,2qr0,carboplatin,498142,carboplatin-498142,-5.1
VEGFA,2qr0,dacarbazine,2942,dacarbazine-2942,-5.1
PTPRN,2qt7,dacarbazine,135398738,dacarbazine-135398738,-5.1
VIP,2rrh,docetaxel,148124,docetaxel-148124,-5.1
VIP,2rrh,etoposide,50936917,etoposide-50936917,-5.1
VIP,2rrh,flutamide,3397,flutamide-3397,-5.1
VIP,2rrh,lenalidomide,216326,lenalidomide-216326,-5.1
VIP,2rrh,paclitaxel,24791027,paclitaxel-24791027,-5.1
VIP,2rrh,paclitaxel,91885464,paclitaxel-91885464,-5.1
VIP,2rrh,temsirolimus,71296107,temsirolimus-71296107,-5.1
VIP,2rrh,thalidomide,5426,thalidomide-5426,-5.1
VIP,2rri,cabazitaxel,9854073,cabazitaxel-9854073,-5.1
VIP,2rri,docetaxel,148124,docetaxel-148124,-5.1
VIP,2rri,nilutamide,4493,nilutamide-4493,-5.1
VIP,2rri,paclitaxel,44155032,paclitaxel-44155032,-5.1
VEGFA,2vgh,chlorambucil,2708,chlorambucil-2708,-5.1
VEGFA,2vgh,cytarabine,6253,cytarabine-6253,-5.1
VEGFA,2vgh,decitabine,451668,decitabine-451668,-5.1
VEGFA,2vgh,fulvestrant,104741,fulvestrant-104741,-5.1
VEGFA,2vgh,temozolomide,5394,temozolomide-5394,-5.1
PADI4,3apn,mercaptopurine,667490,mercaptopurine-667490,-5.1
PADI4,3b1t,chlorambucil,2708,chlorambucil-2708,-5.1
PADI4,3b1u,thioguanine,2723601,thioguanine-2723601,-5.1
VEGFA,3bdy,melphalan,460612,melphalan-460612,-5.1
EPB41L3,3bin,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
EPB41L3,3bin,ifosfamide,3690,ifosfamide-3690,-5.1
PTPRN,3n01,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
PTPRN,3n01,mercaptopurine,667490,mercaptopurine-667490,-5.1
PTPRN,3ng8,amifostine,2141,amifostine-2141,-5.1
PTPRN,3np5,amifostine,2141,amifostine-2141,-5.1
PTPRN,3np5,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
VEGFA,3p9w,carboplatin,2567,carboplatin-2567,-5.1
VEGFA,3p9w,carboplatin,426756,carboplatin-426756,-5.1
VEGFA,3p9w,carboplatin,46738086,carboplatin-46738086,-5.1
VEGFA,3p9w,carboplatin,6603770,carboplatin-6603770,-5.1
VEGFA,3p9w,chlorambucil,2708,chlorambucil-2708,-5.1
VEGFA,3p9w,dacarbazine,135398738,dacarbazine-135398738,-5.1
VEGFA,3p9w,mercaptopurine,667490,mercaptopurine-667490,-5.1
VEGFA,3qtk,lomustine,3950,lomustine-3950,-5.1
GLTP,3ric,carboplatin,2567,carboplatin-2567,-5.1
GLTP,3ric,carboplatin,38904,carboplatin-38904,-5.1
GLTP,3ric,carboplatin,498142,carboplatin-498142,-5.1
GLTP,3ric,carboplatin,60020207,carboplatin-60020207,-5.1
GLTP,3ric,carboplatin,6398587,carboplatin-6398587,-5.1
GLTP,3ric,carboplatin,6603770,carboplatin-6603770,-5.1
GLTP,3rwv,dacarbazine,135398738,dacarbazine-135398738,-5.1
GLTP,3rwv,dacarbazine,2942,dacarbazine-2942,-5.1
GLTP,3s0i,carboplatin,10339178,carboplatin-10339178,-5.1
GLTP,3s0i,carboplatin,2567,carboplatin-2567,-5.1
GLTP,3s0i,carboplatin,38904,carboplatin-38904,-5.1
GLTP,3s0i,carboplatin,426756,carboplatin-426756,-5.1
GLTP,3s0i,carboplatin,498142,carboplatin-498142,-5.1
GLTP,3s0i,carboplatin,5237030,carboplatin-5237030,-5.1
GLTP,3s0i,carboplatin,5352133,carboplatin-5352133,-5.1
GLTP,3s0i,carboplatin,56840877,carboplatin-56840877,-5.1
GLTP,3s0i,carboplatin,60020207,carboplatin-60020207,-5.1
GLTP,3s0i,carboplatin,6398587,carboplatin-6398587,-5.1
GLTP,3s0i,carboplatin,6603770,carboplatin-6603770,-5.1
GLTP,3s0i,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
GLTP,3s0k,busulfan,2478,busulfan-2478,-5.1
GLTP,3s0k,carboplatin,46738086,carboplatin-46738086,-5.1
GLTP,3s0k,dacarbazine,135398738,dacarbazine-135398738,-5.1
GLTP,3s0k,dacarbazine,2942,dacarbazine-2942,-5.1
VEGFA,3s1b,capecitabine,60953,capecitabine-60953,-5.1
RHEB,3sea,cyclophosphamide,2907,cyclophosphamide-2907,-5.1
RHEB,3t5g,dacarbazine,135398738,dacarbazine-135398738,-5.1
RHEB,3t5g,lomustine,3950,lomustine-3950,-5.1
VEGFA,3v2a,dacarbazine,135398738,dacarbazine-135398738,-5.1
VEGFA,4deq,chlorambucil,2708,chlorambucil-2708,-5.1
VEGFA,4deq,dacarbazine,135398738,dacarbazine-135398738,-5.1
VEGFA,4deq,decitabine,451668,decitabine-451668,-5.1
VEGFA,4deq,melphalan,460612,melphalan-460612,-5.1
PADI4,4dkt,temozolomide,5394,temozolomide-5394,-5.1
GLTP,4gh0,mercaptopurine,667490,mercaptopurine-667490,-5.1
GLTP,4ghp,busulfan,2478,busulfan-2478,-5.1
GLTP,4ghs,carboplatin,2567,carboplatin-2567,-5.1
GLTP,4ghs,carboplatin,38904,carboplatin-38904,-5.1
GLTP,4ghs,carboplatin,46738086,carboplatin-46738086,-5.1
GLTP,4ghs,carboplatin,498142,carboplatin-498142,-5.1
GLTP,4gix,busulfan,2478,busulfan-2478,-5.1
GLTP,4gix,carboplatin,56840877,carboplatin-56840877,-5.1
GLTP,4gjq,carboplatin,10339178,carboplatin-10339178,-5.1
GLTP,4gjq,carboplatin,5237030,carboplatin-5237030,-5.1
GLTP,4gjq,carboplatin,56840877,carboplatin-56840877,-5.1
GLTP,4gjq,carboplatin,73554252,carboplatin-73554252,-5.1
GLTP,4gjq,ifosfamide,3690,ifosfamide-3690,-5.1
VEGFA,4gln,carboplatin,2567,carboplatin-2567,-5.1
VEGFA,4gln,carboplatin,38904,carboplatin-38904,-5.1
VEGFA,4gln,carboplatin,426756,carboplatin-426756,-5.1
VEGFA,4gln,carboplatin,498142,carboplatin-498142,-5.1
VEGFA,4gln,carboplatin,6398587,carboplatin-6398587,-5.1
GLTP,4gvt,dacarbazine,135398738,dacarbazine-135398738,-5.1
GLTP,4gvt,dacarbazine,2942,dacarbazine-2942,-5.1
GLTP,4gvt,thioguanine,2723601,thioguanine-2723601,-5.1
GLTP,4gxd,carboplatin,73554252,carboplatin-73554252,-5.1
GLTP,4gxg,carboplatin,2567,carboplatin-2567,-5.1
GLTP,4gxg,carboplatin,5352133,carboplatin-5352133,-5.1
GLTP,4gxg,carboplatin,56840877,carboplatin-56840877,-5.1
GLTP,4gxg,carboplatin,60020207,carboplatin-60020207,-5.1
GLTP,4gxg,thioguanine,2723601,thioguanine-2723601,-5.1
GLTP,4h2z,mercaptopurine,667490,mercaptopurine-667490,-5.1
VEGFA,4kzn,fulvestrant,104741,fulvestrant-104741,-5.1
CDH3,4oy9,dacarbazine,135398738,dacarbazine-135398738,-5.1
CDH3,4oy9,dacarbazine,2942,dacarbazine-2942,-5.1
CDH3,4oy9,mercaptopurine,667490,mercaptopurine-667490,-5.1
NR3C2,4pf3,carboplatin,426756,carboplatin-426756,-5.1
VEGFA,4qaf,carboplatin,56840877,carboplatin-56840877,-5.1
NR3C2,4tnt,lomustine,3950,lomustine-3950,-5.1
NR3C2,4tnt,temozolomide,5394,temozolomide-5394,-5.1
NR3C2,4udb,carboplatin,10339178,carboplatin-10339178,-5.1
